,FILE,Rahang,Total,N,RMSE
0,w_manual,BOTH,23021.541552665887,2952.0,2.7926018669365384
1,w_manual,UPPER,15047.689324895648,1444.0,3.2281321972023878
2,w_manual,LOWER,7973.852227770252,1508.0,2.2995000361585713
